REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,Tivoli Gardens,PARK,2018-11-24 09:00:00.000,2018-11-24 20:00:00.000,2018-11-25 07:29:36.000,2018-11-24
,PortAventura World,PARK,2019-02-01 10:00:00.000,2019-02-01 18:30:00.000,2019-02-02 08:27:13.000,2019-02-01
,PortAventura World,PARK,2019-07-09 08:30:00.000,2019-07-09 09:30:00.000,2019-07-10 08:24:39.000,2019-07-09
,PortAventura World,PARK,2018-01-21 08:30:00.000,2018-01-21 09:30:00.000,2018-01-22 08:44:59.000,2018-01-21
,Tivoli Gardens,PARK,2022-06-26 09:30:00.000,2022-06-26 20:00:00.000,2022-06-27 09:12:56.000,2022-06-26
,PortAventura World,PARK,2018-07-12 08:30:00.000,2018-07-12 09:30:00.000,2018-07-13 07:51:19.000,2018-07-12
,Tivoli Gardens,PARK,2022-04-03 09:30:00.000,2022-04-03 20:00:00.000,2022-04-04 08:26:04.000,2022-04-03
,PortAventura World,PARK,2019-09-30 08:30:00.000,2019-09-30 09:30:00.000,2019-10-01 07:41:05.000,2019-09-30
,PortAventura World,PARK,2018-02-03 08:30:00.000,2018-02-03 09:30:00.000,2018-02-04 09:09:55.000,2018-02-03
,PortAventura World,PARK,2022-05-26 08:30:00.000,2022-05-26 09:30:00.000,2022-05-27 16:45:38.000,2022-05-26
,PortAventura World,PARK,2019-08-10 08:30:00.000,2019-08-10 09:30:00.000,2019-08-11 08:17:21.000,2019-08-10
,Tivoli Gardens,PARK,2022-05-29 08:30:00.000,2022-05-29 09:30:00.000,2022-05-30 08:26:50.000,2022-05-29
,PortAventura World,PARK,2022-07-23 08:30:00.000,2022-07-23 09:30:00.000,2022-07-24 07:52:26.000,2022-07-23
,PortAventura World,PARK,2018-05-14 10:00:00.000,2018-05-14 22:30:00.000,2018-05-15 07:52:33.000,2018-05-14
,Tivoli Gardens,PARK,2022-07-28 09:30:00.000,2022-07-28 21:00:00.000,2022-07-29 10:21:58.000,2022-07-28
,PortAventura World,PARK,2022-06-02 08:30:00.000,2022-06-02 09:30:00.000,2022-06-03 07:58:04.000,2022-06-02
,PortAventura World,PARK,2018-08-26 10:00:00.000,2018-08-26 23:00:00.000,2018-08-27 07:33:18.000,2018-08-26
,PortAventura World,PARK,2018-05-02 10:00:00.000,2018-05-02 22:00:00.000,2018-05-03 09:15:51.000,2018-05-02
,PortAventura World,PARK,2019-03-02 08:30:00.000,2019-03-02 09:30:00.000,2019-03-03 08:12:47.000,2019-03-02
,PortAventura World,PARK,2018-12-09 09:00:00.000,2018-12-09 21:00:00.000,2018-12-10 07:47:14.000,2018-12-09
,Tivoli Gardens,PARK,2019-01-12 10:00:00.000,2019-01-12 18:00:00.000,2019-01-13 08:43:38.000,2019-01-12
,Tivoli Gardens,PARK,2018-06-19 10:00:00.000,2018-06-19 19:00:00.000,2018-06-20 07:38:15.000,2018-06-19
,PortAventura World,PARK,2019-09-22 00:00:00.000,2019-09-22 00:00:00.000,2019-09-23 07:39:53.000,2019-09-22
,PortAventura World,PARK,2019-02-14 10:00:00.000,2019-02-14 19:00:00.000,2019-02-15 07:12:29.000,2019-02-14
,Tivoli Gardens,PARK,2022-07-29 09:30:00.000,2022-07-29 21:00:00.000,2022-07-30 10:23:50.000,2022-07-29
,Tivoli Gardens,PARK,2018-07-06 08:30:00.000,2018-07-06 09:30:00.000,2018-07-07 09:12:00.000,2018-07-06
,Tivoli Gardens,PARK,2018-10-15 10:00:00.000,2018-10-15 18:00:00.000,2018-10-16 07:38:24.000,2018-10-15
,PortAventura World,PARK,2022-06-19 09:30:00.000,2022-06-19 23:00:00.000,2022-06-20 07:38:32.000,2022-06-19
,Tivoli Gardens,PARK,2019-12-13 10:00:00.000,2019-12-13 18:00:00.000,2019-12-14 07:59:29.000,2019-12-13
,PortAventura World,PARK,2018-11-27 08:30:00.000,2018-11-27 09:30:00.000,2018-11-28 07:54:16.000,2018-11-27
,PortAventura World,PARK,2019-01-14 10:00:00.000,2019-01-14 18:00:00.000,2019-01-15 07:52:04.000,2019-01-14
,Tivoli Gardens,PARK,2019-01-16 08:30:00.000,2019-01-16 09:30:00.000,2019-01-17 08:18:14.000,2019-01-16
,PortAventura World,PARK,2018-01-25 10:00:00.000,2018-01-25 19:00:00.000,2018-01-26 08:10:44.000,2018-01-25
,PortAventura World,PARK,2018-04-27 10:00:00.000,2018-04-27 22:00:00.000,2018-04-28 08:41:20.000,2018-04-27
,PortAventura World,PARK,2020-02-10 08:30:00.000,2020-02-10 09:30:00.000,2020-02-11 08:08:09.000,2020-02-10
,Tivoli Gardens,PARK,2018-02-27 10:00:00.000,2018-02-27 20:00:00.000,2018-02-28 09:00:45.000,2018-02-27
,PortAventura World,PARK,2019-10-19 08:30:00.000,2019-10-19 09:30:00.000,2019-10-20 07:56:04.000,2019-10-19
,PortAventura World,PARK,2018-08-23 08:30:00.000,2018-08-23 09:30:00.000,2018-08-24 08:47:40.000,2018-08-23
,Tivoli Gardens,PARK,2018-11-13 10:00:00.000,2018-11-13 18:00:00.000,2018-11-14 08:02:57.000,2018-11-13
,Tivoli Gardens,PARK,2018-11-07 10:00:00.000,2018-11-07 18:00:00.000,2018-11-08 08:35:46.000,2018-11-07
,Tivoli Gardens,PARK,2018-03-03 08:30:00.000,2018-03-03 09:30:00.000,2018-03-04 08:35:31.000,2018-03-03
,Tivoli Gardens,PARK,2019-11-21 10:00:00.000,2019-11-21 18:00:00.000,2019-11-22 08:03:03.000,2019-11-21
,Tivoli Gardens,PARK,2018-06-04 08:30:00.000,2018-06-04 09:30:00.000,2018-06-05 08:29:07.000,2018-06-04
,PortAventura World,PARK,2019-05-28 10:00:00.000,2019-05-28 23:00:00.000,2019-05-29 09:05:53.000,2019-05-28
,PortAventura World,PARK,2018-07-12 10:00:00.000,2018-07-12 23:00:00.000,2018-07-13 07:51:19.000,2018-07-12
,Tivoli Gardens,PARK,2018-11-16 08:30:00.000,2018-11-16 09:30:00.000,2018-11-17 08:26:09.000,2018-11-16
,Tivoli Gardens,PARK,2018-06-16 08:30:00.000,2018-06-16 09:30:00.000,2018-06-17 07:41:04.000,2018-06-16
,Tivoli Gardens,PARK,2019-10-16 08:30:00.000,2019-10-16 09:30:00.000,2019-10-17 08:12:36.000,2019-10-16
,PortAventura World,PARK,2019-11-25 08:30:00.000,2019-11-25 09:30:00.000,2019-11-26 07:29:05.000,2019-11-25
,Tivoli Gardens,PARK,2018-07-10 10:00:00.000,2018-07-10 20:00:00.000,2018-07-11 07:54:15.000,2018-07-10
,Tivoli Gardens,PARK,2018-01-23 10:00:00.000,2018-01-23 19:00:00.000,2018-01-24 07:44:17.000,2018-01-23
,Tivoli Gardens,PARK,2019-10-02 10:00:00.000,2019-10-02 18:00:00.000,2019-10-03 09:47:46.000,2019-10-02
,Tivoli Gardens,PARK,2018-09-02 10:00:00.000,2018-09-02 20:00:00.000,2018-09-03 08:18:21.000,2018-09-02
,PortAventura World,PARK,2018-05-03 08:30:00.000,2018-05-03 09:30:00.000,2018-05-04 07:51:06.000,2018-05-03
,Tivoli Gardens,PARK,2018-01-17 10:00:00.000,2018-01-17 19:00:00.000,2018-01-18 08:00:11.000,2018-01-17
,PortAventura World,PARK,2022-04-06 09:30:00.000,2022-04-06 23:00:00.000,2022-04-07 08:11:46.000,2022-04-06
,PortAventura World,PARK,2018-05-12 08:30:00.000,2018-05-12 09:30:00.000,2018-05-13 07:41:33.000,2018-05-12
,PortAventura World,PARK,2022-07-12 09:30:00.000,2022-07-12 23:00:00.000,2022-07-13 07:51:39.000,2022-07-12
,Tivoli Gardens,PARK,2018-12-11 08:30:00.000,2018-12-11 09:30:00.000,2018-12-12 07:50:24.000,2018-12-11
,Tivoli Gardens,PARK,2018-08-09 10:00:00.000,2018-08-09 20:00:00.000,2018-08-10 08:14:04.000,2018-08-09
,PortAventura World,PARK,2018-05-02 08:30:00.000,2018-05-02 09:30:00.000,2018-05-03 09:15:51.000,2018-05-02
,Tivoli Gardens,PARK,2019-04-30 10:00:00.000,2019-04-30 20:00:00.000,2019-05-01 07:40:47.000,2019-04-30
,Tivoli Gardens,PARK,2019-08-01 08:30:00.000,2019-08-01 09:30:00.000,2019-08-02 08:09:35.000,2019-08-01
,Tivoli Gardens,PARK,2018-10-12 08:30:00.000,2018-10-12 09:30:00.000,2018-10-13 07:36:36.000,2018-10-12
,Tivoli Gardens,PARK,2018-06-10 10:00:00.000,2018-06-10 20:00:00.000,2018-06-11 08:05:54.000,2018-06-10
,PortAventura World,PARK,2018-09-19 08:30:00.000,2018-09-19 09:30:00.000,2018-09-20 07:51:34.000,2018-09-19
,PortAventura World,PARK,2019-06-02 10:00:00.000,2019-06-02 23:00:00.000,2019-06-03 07:41:50.000,2019-06-02
,PortAventura World,PARK,2018-11-12 10:00:00.000,2018-11-12 19:00:00.000,2018-11-13 07:34:42.000,2018-11-12
,Tivoli Gardens,PARK,2019-01-05 09:00:00.000,2019-01-05 20:00:00.000,2019-01-06 07:47:07.000,2019-01-05
,Tivoli Gardens,PARK,2018-11-03 10:00:00.000,2018-11-03 20:00:00.000,2018-11-04 08:07:46.000,2018-11-03
,Tivoli Gardens,PARK,2019-03-24 10:00:00.000,2019-03-24 18:00:00.000,2019-03-25 07:43:04.000,2019-03-24
,PortAventura World,PARK,2019-04-03 10:00:00.000,2019-04-03 22:00:00.000,2019-04-04 07:49:35.000,2019-04-03
,PortAventura World,PARK,2018-01-27 08:30:00.000,2018-01-27 09:30:00.000,2018-01-28 08:08:42.000,2018-01-27
,Tivoli Gardens,PARK,2018-11-27 08:30:00.000,2018-11-27 09:30:00.000,2018-11-28 07:54:16.000,2018-11-27
,PortAventura World,PARK,2019-10-17 10:00:00.000,2019-10-17 20:00:00.000,2019-10-18 08:05:36.000,2019-10-17
,Tivoli Gardens,PARK,2019-10-08 08:30:00.000,2019-10-08 09:30:00.000,2019-10-09 07:42:03.000,2019-10-08
,PortAventura World,PARK,2018-03-07 08:30:00.000,2018-03-07 09:30:00.000,2018-03-08 08:32:42.000,2018-03-07
,Tivoli Gardens,PARK,2018-12-08 09:00:00.000,2018-12-08 20:00:00.000,2018-12-09 09:20:46.000,2018-12-08
,PortAventura World,PARK,2022-06-08 09:30:00.000,2022-06-08 23:00:00.000,2022-06-09 08:10:26.000,2022-06-08
,PortAventura World,PARK,2019-03-30 08:30:00.000,2019-03-30 09:30:00.000,2019-03-31 07:35:50.000,2019-03-30
,PortAventura World,PARK,2018-09-11 08:30:00.000,2018-09-11 09:30:00.000,2018-09-12 08:18:52.000,2018-09-11
,Tivoli Gardens,PARK,2018-06-25 08:30:00.000,2018-06-25 09:30:00.000,2018-06-26 07:51:32.000,2018-06-25
,Tivoli Gardens,PARK,2019-06-01 08:30:00.000,2019-06-01 09:30:00.000,2019-06-02 07:54:28.000,2019-06-01
,Tivoli Gardens,PARK,2018-02-24 08:30:00.000,2018-02-24 09:30:00.000,2018-02-25 08:41:49.000,2018-02-24
,Tivoli Gardens,PARK,2019-11-28 10:00:00.000,2019-11-28 18:00:00.000,2019-11-29 07:37:54.000,2019-11-28
,Tivoli Gardens,PARK,2022-05-28 08:30:00.000,2022-05-28 09:30:00.000,2022-05-29 08:45:31.000,2022-05-28
,PortAventura World,PARK,2022-04-12 08:30:00.000,2022-04-12 23:00:00.000,2022-04-13 08:20:27.000,2022-04-12
,Tivoli Gardens,PARK,2019-08-18 10:00:00.000,2019-08-18 20:00:00.000,2019-08-19 07:34:18.000,2019-08-18
,PortAventura World,PARK,2019-04-11 08:30:00.000,2019-04-11 09:30:00.000,2019-04-12 08:59:39.000,2019-04-11
,PortAventura World,PARK,2022-06-25 09:30:00.000,2022-06-25 23:00:00.000,2022-06-26 08:25:59.000,2022-06-25
,Tivoli Gardens,PARK,2018-10-23 08:30:00.000,2018-10-23 09:30:00.000,2018-10-24 07:46:03.000,2018-10-23
,PortAventura World,PARK,2022-08-08 09:30:00.000,2022-08-08 23:00:00.000,2022-08-09 07:26:18.000,2022-08-08
,Tivoli Gardens,PARK,2019-04-18 10:00:00.000,2019-04-18 20:00:00.000,2019-04-19 08:06:23.000,2019-04-18
,PortAventura World,PARK,2022-08-15 09:30:00.000,2022-08-15 23:00:00.000,2022-08-16 07:23:49.000,2022-08-15
,Tivoli Gardens,PARK,2019-07-07 08:30:00.000,2019-07-07 09:30:00.000,2019-07-08 07:32:54.000,2019-07-07
,PortAventura World,PARK,2019-08-03 10:00:00.000,2019-08-03 23:00:00.000,2019-08-04 07:47:54.000,2019-08-03
,PortAventura World,PARK,2022-08-02 09:30:00.000,2022-08-02 23:00:00.000,2022-08-03 08:11:41.000,2022-08-02
,PortAventura World,PARK,2022-07-06 09:30:00.000,2022-07-06 23:00:00.000,2022-07-07 08:09:14.000,2022-07-06
,Tivoli Gardens,PARK,2018-03-25 10:00:00.000,2018-03-25 21:00:00.000,2018-03-26 07:45:34.000,2018-03-25
,PortAventura World,PARK,2020-02-24 10:00:00.000,2020-02-24 20:00:00.000,2020-02-25 07:42:45.000,2020-02-24
,PortAventura World,PARK,2018-02-20 10:00:00.000,2018-02-20 20:00:00.000,2018-02-21 08:39:58.000,2018-02-20
,PortAventura World,PARK,2018-06-10 08:30:00.000,2018-06-10 09:30:00.000,2018-06-11 08:05:53.000,2018-06-10
,PortAventura World,PARK,2018-12-04 08:30:00.000,2018-12-04 09:30:00.000,2018-12-05 09:08:16.000,2018-12-04
,PortAventura World,PARK,2020-01-24 10:00:00.000,2020-01-24 18:30:00.000,2020-01-25 08:07:56.000,2020-01-24
,Tivoli Gardens,PARK,2018-03-08 10:00:00.000,2018-03-08 20:00:00.000,2018-03-09 08:53:30.000,2018-03-08
,Tivoli Gardens,PARK,2022-08-11 00:00:00.000,2022-08-11 00:00:00.000,2022-08-12 10:08:19.000,2022-08-11
,Tivoli Gardens,PARK,2019-08-04 10:00:00.000,2019-08-04 20:00:00.000,2019-08-05 07:23:54.000,2019-08-04
,Tivoli Gardens,PARK,2018-05-20 10:00:00.000,2018-05-20 20:00:00.000,2018-05-21 07:44:53.000,2018-05-20
,Tivoli Gardens,PARK,2018-07-29 10:00:00.000,2018-07-29 20:00:00.000,2018-07-30 07:20:18.000,2018-07-29
,Tivoli Gardens,PARK,2019-10-24 08:30:00.000,2019-10-24 09:30:00.000,2019-10-25 08:43:28.000,2019-10-24
,PortAventura World,PARK,2020-01-12 10:00:00.000,2020-01-12 19:00:00.000,2020-01-13 07:52:03.000,2020-01-12
,Tivoli Gardens,PARK,2018-03-22 10:00:00.000,2018-03-22 20:30:00.000,2018-03-23 08:39:29.000,2018-03-22
,PortAventura World,PARK,2019-02-28 10:00:00.000,2019-02-28 19:30:00.000,2019-03-01 09:23:40.000,2019-02-28
,Tivoli Gardens,PARK,2019-02-06 08:30:00.000,2019-02-06 09:30:00.000,2019-02-07 07:27:55.000,2019-02-06
,PortAventura World,PARK,2018-07-06 10:00:00.000,2018-07-06 23:00:00.000,2018-07-07 09:11:58.000,2018-07-06
,Tivoli Gardens,PARK,2022-06-26 08:30:00.000,2022-06-26 09:30:00.000,2022-06-27 09:12:56.000,2022-06-26
,Tivoli Gardens,PARK,2022-07-16 08:30:00.000,2022-07-16 09:30:00.000,2022-07-17 07:45:38.000,2022-07-16
,Tivoli Gardens,PARK,2019-11-05 08:30:00.000,2019-11-05 09:30:00.000,2019-11-06 07:36:10.000,2019-11-05
,Tivoli Gardens,PARK,2018-05-08 08:30:00.000,2018-05-08 09:30:00.000,2018-05-09 07:45:41.000,2018-05-08
,PortAventura World,PARK,2019-01-09 08:30:00.000,2019-01-09 09:30:00.000,2019-01-10 07:40:32.000,2019-01-09
,Tivoli Gardens,PARK,2019-05-19 08:30:00.000,2019-05-19 09:30:00.000,2019-05-20 07:34:14.000,2019-05-19
,Tivoli Gardens,PARK,2019-03-25 08:30:00.000,2019-03-25 09:30:00.000,2019-03-26 07:41:06.000,2019-03-25
,PortAventura World,PARK,2022-04-27 09:30:00.000,2022-04-27 23:00:00.000,2022-04-28 08:08:53.000,2022-04-27
,Tivoli Gardens,PARK,2019-05-10 08:30:00.000,2019-05-10 09:30:00.000,2019-05-11 07:58:51.000,2019-05-10
,PortAventura World,PARK,2019-03-26 10:00:00.000,2019-03-26 20:00:00.000,2019-03-27 07:49:49.000,2019-03-26
,PortAventura World,PARK,2018-11-05 10:00:00.000,2018-11-05 19:00:00.000,2018-11-06 07:34:24.000,2018-11-05
,PortAventura World,PARK,2018-12-22 08:00:00.000,2018-12-22 09:00:00.000,2018-12-23 07:54:00.000,2018-12-22
,PortAventura World,PARK,2018-04-16 10:00:00.000,2018-04-16 22:00:00.000,2018-04-17 08:46:58.000,2018-04-16
,PortAventura World,PARK,2019-09-27 08:30:00.000,2019-09-27 09:30:00.000,2019-09-28 07:49:06.000,2019-09-27
,PortAventura World,PARK,2019-09-16 08:30:00.000,2019-09-16 09:30:00.000,2019-09-17 08:43:42.000,2019-09-16
,Tivoli Gardens,PARK,2018-07-23 08:30:00.000,2018-07-23 09:30:00.000,2018-07-24 07:41:48.000,2018-07-23
,Tivoli Gardens,PARK,2022-06-15 08:30:00.000,2022-06-15 09:30:00.000,2022-06-16 08:09:53.000,2022-06-15
,PortAventura World,PARK,2019-08-06 08:30:00.000,2019-08-06 09:30:00.000,2019-08-07 07:41:33.000,2019-08-06
,Tivoli Gardens,PARK,2019-01-30 08:30:00.000,2019-01-30 09:30:00.000,2019-01-31 07:49:51.000,2019-01-30
,PortAventura World,PARK,2022-07-07 08:30:00.000,2022-07-07 09:30:00.000,2022-07-08 07:55:17.000,2022-07-07
,Tivoli Gardens,PARK,2019-10-05 10:00:00.000,2019-10-05 20:00:00.000,2019-10-06 07:55:42.000,2019-10-05
,PortAventura World,PARK,2019-06-21 08:30:00.000,2019-06-21 09:30:00.000,2019-06-22 09:13:02.000,2019-06-21
,Tivoli Gardens,PARK,2018-07-19 08:30:00.000,2018-07-19 09:30:00.000,2018-07-20 08:01:49.000,2018-07-19
,Tivoli Gardens,PARK,2018-07-30 08:30:00.000,2018-07-30 09:30:00.000,2018-07-31 09:01:04.000,2018-07-30
,Tivoli Gardens,PARK,2018-10-24 10:00:00.000,2018-10-24 20:00:00.000,2018-10-25 07:37:30.000,2018-10-24
,Tivoli Gardens,PARK,2018-03-20 10:00:00.000,2018-03-20 20:30:00.000,2018-03-21 08:59:12.000,2018-03-20
,Tivoli Gardens,PARK,2019-05-10 10:00:00.000,2019-05-10 19:00:00.000,2019-05-11 07:58:51.000,2019-05-10
,Tivoli Gardens,PARK,2019-10-02 08:30:00.000,2019-10-02 09:30:00.000,2019-10-03 09:47:46.000,2019-10-02
,PortAventura World,PARK,2019-02-06 08:30:00.000,2019-02-06 09:30:00.000,2019-02-07 07:27:54.000,2019-02-06
,Tivoli Gardens,PARK,2019-08-15 08:30:00.000,2019-08-15 09:30:00.000,2019-08-16 08:13:48.000,2019-08-15
,PortAventura World,PARK,2020-01-05 08:00:00.000,2020-01-05 09:00:00.000,2020-01-06 07:57:07.000,2020-01-05
,Tivoli Gardens,PARK,2018-11-22 10:00:00.000,2018-11-22 18:00:00.000,2018-11-23 08:40:29.000,2018-11-22
,Tivoli Gardens,PARK,2019-02-28 08:30:00.000,2019-02-28 09:30:00.000,2019-03-01 09:23:41.000,2019-02-28
,PortAventura World,PARK,2018-06-15 08:30:00.000,2018-06-15 09:30:00.000,2018-06-16 07:41:43.000,2018-06-15
,PortAventura World,PARK,2020-02-07 10:00:00.000,2020-02-07 19:00:00.000,2020-02-08 09:31:06.000,2020-02-07
,Tivoli Gardens,PARK,2019-04-20 08:30:00.000,2019-04-20 09:30:00.000,2019-04-21 07:55:32.000,2019-04-20
,Tivoli Gardens,PARK,2019-09-17 10:00:00.000,2019-09-17 18:00:00.000,2019-09-18 07:36:00.000,2019-09-17
,PortAventura World,PARK,2019-12-02 10:00:00.000,2019-12-02 19:00:00.000,2019-12-03 08:02:22.000,2019-12-02
,Tivoli Gardens,PARK,2018-07-15 08:30:00.000,2018-07-15 09:30:00.000,2018-07-16 07:31:15.000,2018-07-15
,Tivoli Gardens,PARK,2019-09-02 10:00:00.000,2019-09-02 18:00:00.000,2019-09-03 07:59:07.000,2019-09-02
,PortAventura World,PARK,2018-07-23 10:00:00.000,2018-07-23 23:00:00.000,2018-07-24 07:41:46.000,2018-07-23
,Tivoli Gardens,PARK,2020-02-14 08:30:00.000,2020-02-14 09:30:00.000,2020-02-15 07:33:44.000,2020-02-14
,PortAventura World,PARK,2018-10-13 10:00:00.000,2018-10-13 22:00:00.000,2018-10-14 08:37:21.000,2018-10-13
,PortAventura World,PARK,2019-02-23 10:00:00.000,2019-02-23 20:00:00.000,2019-02-24 07:31:01.000,2019-02-23
,Tivoli Gardens,PARK,2019-01-19 08:30:00.000,2019-01-19 09:30:00.000,2019-01-20 08:16:10.000,2019-01-19
,PortAventura World,PARK,2019-07-22 10:00:00.000,2019-07-22 23:00:00.000,2019-07-23 07:52:05.000,2019-07-22
,PortAventura World,PARK,2018-06-06 08:30:00.000,2018-06-06 09:30:00.000,2018-06-07 08:00:38.000,2018-06-06
,Tivoli Gardens,PARK,2018-06-24 10:00:00.000,2018-06-24 20:00:00.000,2018-06-25 08:03:51.000,2018-06-24
,PortAventura World,PARK,2019-07-13 08:30:00.000,2019-07-13 09:30:00.000,2019-07-14 07:18:38.000,2019-07-13
,PortAventura World,PARK,2018-01-20 08:30:00.000,2018-01-20 09:30:00.000,2018-01-21 08:22:31.000,2018-01-20
,Tivoli Gardens,PARK,2018-03-30 08:30:00.000,2018-03-30 09:30:00.000,2018-03-31 08:49:27.000,2018-03-30
,PortAventura World,PARK,2019-02-15 08:30:00.000,2019-02-15 09:30:00.000,2019-02-16 08:48:05.000,2019-02-15
,PortAventura World,PARK,2022-04-22 09:30:00.000,2022-04-22 23:00:00.000,2022-04-23 07:59:48.000,2022-04-22
,PortAventura World,PARK,2018-01-28 08:30:00.000,2018-01-28 09:30:00.000,2018-01-29 09:21:24.000,2018-01-28
,Tivoli Gardens,PARK,2019-10-21 08:30:00.000,2019-10-21 09:30:00.000,2019-10-22 08:03:15.000,2019-10-21
,PortAventura World,PARK,2019-01-06 08:00:00.000,2019-01-06 09:00:00.000,2019-01-07 07:36:35.000,2019-01-06
,PortAventura World,PARK,2022-07-26 09:30:00.000,2022-07-26 23:00:00.000,2022-07-27 09:04:02.000,2022-07-26
,Tivoli Gardens,PARK,2022-04-08 09:30:00.000,2022-04-08 20:00:00.000,2022-04-09 08:24:02.000,2022-04-08
,PortAventura World,PARK,2022-07-13 08:30:00.000,2022-07-13 09:30:00.000,2022-07-14 07:41:18.000,2022-07-13
,Tivoli Gardens,PARK,2018-01-04 10:00:00.000,2018-01-04 20:00:00.000,2018-01-05 08:03:27.000,2018-01-04
,Tivoli Gardens,PARK,2022-06-08 08:30:00.000,2022-06-08 09:30:00.000,2022-06-09 08:10:27.000,2022-06-08
,PortAventura World,PARK,2019-08-15 08:30:00.000,2019-08-15 09:30:00.000,2019-08-16 08:13:48.000,2019-08-15
,PortAventura World,PARK,2018-02-23 08:30:00.000,2018-02-23 09:30:00.000,2018-02-24 08:41:20.000,2018-02-23
,Tivoli Gardens,PARK,2018-01-09 10:00:00.000,2018-01-09 18:00:00.000,2018-01-10 06:57:48.000,2018-01-09
,Tivoli Gardens,PARK,2018-07-18 08:30:00.000,2018-07-18 09:30:00.000,2018-07-19 07:47:14.000,2018-07-18
,Tivoli Gardens,PARK,2018-11-06 10:00:00.000,2018-11-06 18:00:00.000,2018-11-07 08:02:34.000,2018-11-06
,PortAventura World,PARK,2018-11-10 08:30:00.000,2018-11-10 09:30:00.000,2018-11-11 08:21:49.000,2018-11-10
,PortAventura World,PARK,2018-06-03 10:00:00.000,2018-06-03 23:00:00.000,2018-06-04 07:46:39.000,2018-06-03
,Tivoli Gardens,PARK,2019-05-02 08:30:00.000,2019-05-02 09:30:00.000,2019-06-05 09:12:28.000,2019-05-02
,PortAventura World,PARK,2020-02-17 08:30:00.000,2020-02-17 09:30:00.000,2020-02-18 07:39:58.000,2020-02-17
,Tivoli Gardens,PARK,2019-06-06 10:00:00.000,2019-06-06 19:00:00.000,2019-06-07 07:41:38.000,2019-06-06
,PortAventura World,PARK,2019-02-08 08:30:00.000,2019-02-08 09:30:00.000,2019-02-09 07:24:41.000,2019-02-08
,PortAventura World,PARK,2019-06-23 08:30:00.000,2019-06-23 09:30:00.000,2019-06-24 07:46:14.000,2019-06-23
,PortAventura World,PARK,2018-12-22 09:00:00.000,2018-12-22 22:00:00.000,2018-12-23 07:54:00.000,2018-12-22
,PortAventura World,PARK,2019-10-27 10:00:00.000,2019-10-27 22:00:00.000,2019-10-28 08:10:49.000,2019-10-27
,PortAventura World,PARK,2019-05-18 10:00:00.000,2019-05-18 23:00:00.000,2019-05-19 07:46:15.000,2019-05-18
,PortAventura World,PARK,2018-12-26 09:00:00.000,2018-12-26 22:00:00.000,2018-12-27 07:34:53.000,2018-12-26
,Tivoli Gardens,PARK,2019-01-14 08:30:00.000,2019-01-14 09:30:00.000,2019-01-15 07:52:05.000,2019-01-14
,Tivoli Gardens,PARK,2019-06-04 10:00:00.000,2019-06-04 19:00:00.000,2019-06-05 07:51:48.000,2019-06-04
,Tivoli Gardens,PARK,2018-10-21 08:30:00.000,2018-10-21 09:30:00.000,2018-10-22 07:30:42.000,2018-10-21
,PortAventura World,PARK,2018-05-22 08:30:00.000,2018-05-22 09:30:00.000,2018-05-23 07:45:46.000,2018-05-22
,PortAventura World,PARK,2018-08-05 10:00:00.000,2018-08-05 23:00:00.000,2018-08-06 07:48:04.000,2018-08-05
,PortAventura World,PARK,2019-02-19 08:30:00.000,2019-02-19 09:30:00.000,2019-02-20 07:46:49.000,2019-02-19
,Tivoli Gardens,PARK,2019-03-13 10:00:00.000,2019-03-13 19:30:00.000,2019-03-14 07:46:41.000,2019-03-13
,PortAventura World,PARK,2019-09-07 08:30:00.000,2019-09-07 09:30:00.000,2019-09-08 08:18:30.000,2019-09-07
,PortAventura World,PARK,2018-10-15 10:00:00.000,2018-10-15 20:00:00.000,2018-10-16 07:38:23.000,2018-10-15
,PortAventura World,PARK,2018-04-29 10:00:00.000,2018-04-29 22:00:00.000,2018-04-30 07:45:56.000,2018-04-29
,Tivoli Gardens,PARK,2020-01-28 10:00:00.000,2020-01-28 18:30:00.000,2020-01-29 07:47:25.000,2020-01-28
,Tivoli Gardens,PARK,2018-03-25 08:30:00.000,2018-03-25 09:30:00.000,2018-03-26 07:45:34.000,2018-03-25
,PortAventura World,PARK,2018-12-20 10:00:00.000,2018-12-20 18:00:00.000,2018-12-21 08:59:47.000,2018-12-20
,PortAventura World,PARK,2022-08-06 09:30:00.000,2022-08-06 23:00:00.000,2022-08-07 07:20:38.000,2022-08-06
,PortAventura World,PARK,2019-06-15 08:30:00.000,2019-06-15 09:30:00.000,2019-06-16 08:19:45.000,2019-06-15
,PortAventura World,PARK,2018-06-21 08:30:00.000,2018-06-21 09:30:00.000,2018-06-22 07:38:36.000,2018-06-21
,Tivoli Gardens,PARK,2022-08-16 09:30:00.000,2022-08-16 21:00:00.000,2022-08-17 07:35:29.000,2022-08-16
,Tivoli Gardens,PARK,2018-03-04 08:30:00.000,2018-03-04 09:30:00.000,2018-03-05 08:01:46.000,2018-03-04
,Tivoli Gardens,PARK,2018-11-07 08:30:00.000,2018-11-07 09:30:00.000,2018-11-08 08:35:46.000,2018-11-07
,Tivoli Gardens,PARK,2022-08-06 09:30:00.000,2022-08-06 21:00:00.000,2022-08-07 07:20:38.000,2022-08-06
